"url","domainauthority_rootdomain","linkingdomains_rootdomain","linkingdomains_subdomain","domainauthority_subdomain","inboundlinks_subdomain","inboundlinks_rootdomain","justdiscovered_rootdomain","lost_rootdomain","net_rootdomain","justdiscovered_subdomain","lost_subdomain","net_subdomain"
"http://www.ibm.com/","","","","","","","","","","","",""
"http://www.accenture.com/","","","","","","","","","","","",""
"http://digital.pwc.com/","","","","","","","","","","","",""
"http://www.capgemini.com/","","","","","","","","","","","",""
"https://www.cgi.com/en","","","","","","","","","","","",""
"http://www.infosys.com/","","","","","","","","","","","",""
"http://www.tcs.com/","","","","","","","","","","","",""
"http://www.wipro.com/","","","","","","","","","","","",""
"http://www.cognizant.com/","","","","","","","","","","","",""
"https://www.sapientrazorfish.com/","","","","","","","","","","","",""
"http://www.hcl.com/","","","","","","","","","","","",""
"http://www.epam.com/","","","","","","","","","","","",""
"http://www.techmahindra.com","","","","","","","","","","","",""
"http://www.deloittedigital.com/us/","","","","","","","","","","","",""
"http://www.luxoft.com/","","","","","","","","","","","",""
"http://www.mindtree.com/","","","","","","","","","","","",""
"http://www.ness.com/","","","","","","","","","","","",""
"http://www.virtusa.com/","","","","","","","","","","","",""
"https://www.globallogic.com/","","","","","","","","","","","",""
"http://www.ciklum.com/","","","","","","","","","","","",""
